step,env_id,time_s,value
176,2,1.76,-0.5307196378707886
176,3,1.76,1.773198127746582
177,0,1.77,0.22416356205940247
177,1,1.77,0.060212649405002594
177,2,1.77,-0.5160163044929504
177,3,1.77,1.5943228006362915
178,0,1.78,0.19409558176994324
178,1,1.78,0.22407051920890808
178,2,1.78,-0.5748370289802551
178,3,1.78,1.2228080034255981
179,0,1.79,0.16481247544288635
179,1,1.79,-0.03542894124984741
179,2,1.79,-0.5815542340278625
179,3,1.79,1.230804204940796
180,0,1.8,0.12249197065830231
180,1,1.8,-0.11104342341423035
180,2,1.8,-0.596613347530365
180,3,1.8,1.2368566989898682
181,0,1.81,0.11424091458320618
181,1,1.81,-0.18250814080238342
181,2,1.81,-0.5886903405189514
181,3,1.81,1.2292847633361816
182,0,1.82,0.15173715353012085
182,1,1.82,-0.45292985439300537
182,2,1.82,-0.5336179137229919
182,3,1.82,1.0463066101074219
183,0,1.83,0.09616559743881226
183,1,1.83,-0.43418821692466736
183,2,1.83,-0.5504835844039917
183,3,1.83,0.972285807132721
184,0,1.84,0.12142008543014526
184,1,1.84,-0.44814902544021606
184,2,1.84,-0.6585744619369507
184,3,1.84,1.2996296882629395
185,0,1.85,0.009259738028049469
185,1,1.85,-0.29768306016921997
185,2,1.85,-0.6509817838668823
185,3,1.85,1.1228801012039185
186,0,1.86,-0.060123853385448456
186,1,1.86,-0.4131549298763275
186,2,1.86,-0.6384611129760742
186,3,1.86,0.8935865163803101
187,0,1.87,0.013790056109428406
187,1,1.87,-0.39450061321258545
187,2,1.87,-0.6600120067596436
187,3,1.87,0.8127152919769287
188,0,1.88,-0.07506344467401505
188,1,1.88,-0.44528165459632874
188,2,1.88,-0.6857507824897766
188,3,1.88,0.9061704277992249
189,0,1.89,-0.09457910805940628
189,1,1.89,-0.4873158633708954
189,2,1.89,-0.8051667809486389
189,3,1.89,0.928868293762207
190,0,1.9,-0.21908751130104065
190,1,1.9,-0.7090915441513062
190,2,1.9,-0.8840914964675903
190,3,1.9,1.0633444786071777
191,0,1.91,-0.1842344105243683
191,1,1.91,-0.6013043522834778
191,2,1.91,-0.8121211528778076
191,3,1.91,0.9169467687606812
192,0,1.92,-0.20428234338760376
192,1,1.92,-0.550849199295044
192,2,1.92,-0.7273684740066528
192,3,1.92,1.0414503812789917
193,0,1.93,-0.1261199414730072
193,1,1.93,-0.39257675409317017
193,2,1.93,-0.69012451171875
193,3,1.93,0.7903951406478882
194,0,1.94,-0.08469180017709732
194,1,1.94,-0.35187971591949463
194,2,1.94,-0.7294018268585205
194,3,1.94,0.9163506031036377
195,0,1.95,0.009156279265880585
195,1,1.95,-0.27089735865592957
195,2,1.95,-0.8164741396903992
195,3,1.95,1.3137247562408447
196,0,1.96,-0.050136372447013855
196,1,1.96,-0.3481658399105072
196,2,1.96,-0.7674682140350342
196,3,1.96,1.1443662643432617
197,0,1.97,-0.2019316703081131
197,1,1.97,-0.25823572278022766
197,2,1.97,-0.9034575819969177
197,3,1.97,1.634718894958496
198,0,1.98,-0.21344703435897827
198,1,1.98,-0.2929661273956299
198,2,1.98,-0.8524577021598816
198,3,1.98,1.47902250289917
199,0,1.99,-0.2994213402271271
199,1,1.99,-0.043032124638557434
199,2,1.99,-0.8736398220062256
199,3,1.99,1.6063241958618164
200,0,2.0,-0.29378989338874817
200,1,2.0,-0.26773691177368164
200,2,2.0,-0.9822496175765991
200,3,2.0,1.4970492124557495
